ensembleID	dn	ds	dn/ds
ENSG00000211599	0.2673	0.6422	0.41622547493
ENSG00000094841	0.0717	0.291	0.246391752577
ENSG00000147274	0.0057	0.3084	0.0184824902724
ENSG00000172594	0.1109	0.5751	0.192836028517
ENSG00000146232	0.1075	0.5837	0.184169950317
ENSG00000109991	0.0291	0.613	0.047471451876
ENSG00000221886	0.6514	51.5046	0.0126474140174
ENSG00000006607	0.095	0.5787	0.164161050631
ENSG00000146233	0.1577	0.5102	0.309094472756
ENSG00000131435	0.0452	0.7438	0.0607690239312
ENSG00000131437	0.0115	0.7235	0.0158949550795
ENSG00000060718	0.034	0.4969	0.0684242302274
ENSG00000132164	0.0252	0.857	0.0294049008168
ENSG00000139508	0.1563	0.9981	0.156597535317
ENSG00000102225	0.0124	0.3478	0.0356526739505
ENSG00000156103	0.0089	0.3056	0.0291230366492
ENSG00000046647	0.2136	0.6462	0.330547818013
ENSG00000099385	0.1363	0.689	0.197822931785
ENSG00000184343	0.0414	0.8812	0.046981389015
ENSG00000203782	0.4225	3.6039	0.117234107495
ENSG00000121775	0.0171	0.4355	0.0392652123995
ENSG00000166741	0.0837	0.7609	0.110001314233
ENSG00000102290	0.0977	0.4739	0.206161637476
ENSG00000128655	0.0311	0.4721	0.0658758737556
ENSG00000203783	0.1237	0.5303	0.233264190081
ENSG00000153162	0.0399	0.5826	0.0684860968074
ENSG00000009954	0.0423	0.5689	0.0743540165231
ENSG00000013503	0.0029	0.5606	0.00517302889761
ENSG00000153165	0.1056	0.5602	0.188504105677
ENSG00000162761	0.0128	0.4822	0.0265450020738
ENSG00000111254	0.1608	0.6284	0.255887969446
ENSG00000075388	0.0973	1.1051	0.0880463306488
ENSG00000143768	0.11	1.0483	0.104931794334
ENSG00000079435	0.1623	0.6632	0.244722557298
ENSG00000228716	0.0494	0.4173	0.118380062305
ENSG00000180787	0.0713	0.6953	0.102545663742
ENSG00000180785	0.0341	0.5048	0.0675515055468
ENSG00000135220	0.2243	0.836	0.268301435407
ENSG00000147010	0.0278	0.3349	0.0830098536877
ENSG00000142025	0.1184	0.2915	0.406174957118
ENSG00000135736	0.0327	1.5437	0.0211828723198
ENSG00000164402	0.0103	0.607	0.0169686985173
ENSG00000142539	0.0932	0.8364	0.111429937829
ENSG00000142538	0.1089	55.6305	0.00195755925257
ENSG00000242574	0.1765	0.5692	0.310084328883
ENSG00000188559	0.0297	0.2828	0.105021216407
ENSG00000198382	0.0651	0.5116	0.127247849883
ENSG00000149503	0.1594	0.8006	0.199100674494
ENSG00000132702	0.0411	0.8487	0.0484270060092
ENSG00000221890	0.2954	1.395	0.211756272401
ENSG00000164400	0.3248	0.6668	0.487102579484
ENSG00000149507	0.3706	0.5872	0.631130790191
ENSG00000149506	0.2297	0.7167	0.320496721083
ENSG00000165972	0.196	0.9852	0.198944376776
ENSG00000165973	0.0319	0.5524	0.0577480086894
ENSG00000165609	0.0938	0.8181	0.114655910035
ENSG00000184445	0.1106	0.6465	0.171075019335
ENSG00000164406	0.188	0.5958	0.315542128231
ENSG00000100722	0.0542	0.2537	0.213638155302
ENSG00000213999	0.176	1.055	0.16682464455
ENSG00000164405	0.1363	0.874	0.155949656751
ENSG00000248658	0.0593	0.5038	0.117705438666
ENSG00000164404	0.1637	0.7327	0.223420226559
ENSG00000213996	0.1226	0.8521	0.143879826311
ENSG00000240764	0.0377	0.4175	0.0902994011976
ENSG00000213995	0.2157	0.822	0.262408759124
ENSG00000172146	0.0968	0.7281	0.132948770773
ENSG00000187066	2.0458	3.1285	0.653923605562
ENSG00000164056	0.0764	0.7415	0.103034389751
ENSG00000187068	0.0291	0.6072	0.0479249011858
ENSG00000127249	0.0739	0.4585	0.161177753544
ENSG00000066813	0.1496	0.5357	0.279260780287
ENSG00000178028	0.0108	0.5624	0.0192034139403
ENSG00000114209	0.0022	0.2311	0.00951968844656
ENSG00000211445	0.0519	0.5382	0.0964325529543
ENSG00000118231	0.0961	0.6459	0.148784641585
ENSG00000166669	0.235	0.4436	0.529756537421
ENSG00000114200	0.1173	0.8111	0.14461841943
ENSG00000198738	0.093	0.9305	0.0999462654487
ENSG00000114204	0.1328	0.5663	0.234504679498
ENSG00000114757	0.0926	0.6355	0.145712037766
ENSG00000115159	0.0359	0.6586	0.0545095657455
ENSG00000162777	0.0507	0.4868	0.104149548069
ENSG00000134249	0.3099	0.8813	0.351639623284
ENSG00000198739	0.011	0.4146	0.0265315967197
ENSG00000090013	0.1246	0.6426	0.193899782135
ENSG00000115155	0.0236	0.7514	0.0314080383285
ENSG00000172292	0.0225	0.3913	0.057500638896
ENSG00000128309	0.0781	1.2146	0.0643010044459
ENSG00000214415	0.0234	0.6387	0.0366369187412
ENSG00000148362	0.1414	0.6921	0.204305736165
ENSG00000078618	0.0332	0.3271	0.10149801284
ENSG00000095002	0.0409	0.5556	0.0736141108711
ENSG00000100503	0.1255	0.6137	0.20449731139
ENSG00000185838	0.2293	0.9219	0.248725458293
ENSG00000070366	0.0486	0.3982	0.122049221497
ENSG00000129625	0.0274	0.5327	0.0514360803454
ENSG00000152954	0.0409	0.5421	0.0754473344401
ENSG00000129480	0.0834	1.0615	0.0785680640603
ENSG00000152484	0.0073	0.5207	0.0140195890148
ENSG00000157470	0.033	0.624	0.0528846153846
ENSG00000100417	0.0217	0.5472	0.0396564327485
ENSG00000152953	0.0408	0.8188	0.0498290180752
ENSG00000108963	0.1087	0.628	0.173089171975
ENSG00000108960	0.0041	0.401	0.0102244389027
ENSG00000108961	0.0764	0.445	0.171685393258
ENSG00000101850	0.1203	0.6347	0.189538364582
ENSG00000158195	0.0444	0.3852	0.115264797508
ENSG00000138138	0.0	0.417	0.0
ENSG00000101856	0.0201	0.41	0.0490243902439
ENSG00000141367	0.0008	0.4057	0.00197190041903
ENSG00000138134	0.0721	0.5952	0.121135752688
ENSG00000138135	0.1141	1.3292	0.085841107433
ENSG00000060642	0.128	0.4652	0.275150472915
ENSG00000138131	0.0703	0.5959	0.117972814231
ENSG00000170448	0.0505	0.4698	0.107492550021
ENSG00000128567	0.6014	1.3348	0.450554390171
ENSG00000130758	0.0322	0.7021	0.0458624127617
ENSG00000164556	0.1484	0.7589	0.195546185268
ENSG00000116983	0.0021	1.0606	0.00198001131435
ENSG00000222019	0.3476	55.294	0.00628639635403
ENSG00000222018	0.1772	0.6229	0.284475838818
ENSG00000128656	0.0172	0.3134	0.0548819400128
ENSG00000196660	0.1059	0.6117	0.173124080432
ENSG00000116985	0.1399	0.7313	0.191303158758
ENSG00000010327	0.1057	0.7183	0.147153000139
ENSG00000244607	0.1289	0.8148	0.158198330879
ENSG00000170962	0.0715	0.5097	0.140278595252
ENSG00000070182	0.0449	0.786	0.0571246819338
ENSG00000182134	0.0467	0.3123	0.14953570285
ENSG00000170965	0.2692	0.8825	0.305042492918
ENSG00000079246	0.1273	0.3992	0.318887775551
ENSG00000091490	0.0691	0.4681	0.147618030335
ENSG00000122034	0.1242	0.7041	0.176395398381
ENSG00000122035	0.0558	0.7619	0.0732379577372
ENSG00000173540	0.009	0.5061	0.0177830468287
ENSG00000122741	0.0578	0.3328	0.173677884615
ENSG00000173546	0.0926	0.6829	0.135598184214
ENSG00000121064	0.1036	0.6504	0.159286592866
ENSG00000157216	0.0	0.1771	0.0
ENSG00000122033	0.2489	0.9082	0.274058577406
ENSG00000067141	0.0283	0.3236	0.0874536464771
ENSG00000173548	0.0235	0.7208	0.032602663707
ENSG00000236139	0.2274	0.7026	0.32365499573
ENSG00000173239	0.0682	0.5389	0.126554091668
ENSG00000121211	0.0581	0.74	0.0785135135135
ENSG00000174010	0.0031	0.4543	0.00682368478979
ENSG00000174013	0.0217	0.2912	0.0745192307692
ENSG00000196415	0.2405	53.847	0.0044663583858
ENSG00000158445	0.0293	1.0026	0.0292240175544
ENSG00000174016	0.1361	0.4899	0.277811798326
ENSG00000196419	0.096	0.6902	0.139090118806
ENSG00000162511	0.1587	13.641	0.0116340444249
ENSG00000164736	0.068	1.0484	0.0648607401755
ENSG00000184867	0.147	0.516	0.28488372093
ENSG00000232329	0.0914	0.6327	0.144460249723
ENSG00000164733	0.1362	0.7341	0.185533306089
ENSG00000116183	0.1246	0.4913	0.253612863831
ENSG00000044090	0.1208	0.7107	0.169973265794
ENSG00000070985	0.0851	1.1446	0.0743491175957
ENSG00000150086	0.0058	0.5199	0.0111559915368
ENSG00000212710	0.1704	0.527	0.323339658444
ENSG00000108219	0.0115	0.5544	0.0207431457431
ENSG00000117859	0.0115	0.3651	0.0314982196658
ENSG00000116016	0.0592	0.6984	0.0847651775487
ENSG00000113805	0.0429	0.4542	0.0944517833554
ENSG00000181904	0.0309	0.2843	0.108688005628
ENSG00000013306	0.0589	0.5926	0.0993925075937
ENSG00000080007	0.1328	0.7842	0.16934455496
ENSG00000187391	0.0292	0.3328	0.0877403846154
ENSG00000143845	0.0702	0.5552	0.12644092219
ENSG00000083123	0.0129	0.6077	0.0212275793977
ENSG00000116459	0.1043	0.3906	0.267025089606
ENSG00000116329	0.028	1.0673	0.0262344233112
ENSG00000172023	0.2378	0.7162	0.332030159173
ENSG00000116455	0.0576	0.3852	0.14953271028
ENSG00000160285	0.0826	0.8107	0.101887257925
ENSG00000076555	0.0615	0.8744	0.0703339432754
ENSG00000076554	0.0902	0.8686	0.103845268248
ENSG00000197134	0.4618	1.0748	0.429661332341
ENSG00000182541	0.0842	0.781	0.10781049936
ENSG00000120337	0.359	0.7194	0.499026966917
ENSG00000182544	0.0202	0.5589	0.0361424226159
ENSG00000097096	0.1358	0.6695	0.20283793876
ENSG00000171872	0.4475	0.5915	0.756551141167
ENSG00000130287	0.2115	0.9236	0.228995236033
ENSG00000197360	0.4534	0.959	0.472784150156
ENSG00000130283	0.2001	1.206	0.16592039801
ENSG00000161800	0.0807	0.5285	0.152696310312
ENSG00000151131	0.1635	0.7635	0.214145383104
ENSG00000250477	0.1656	0.4104	0.40350877193
ENSG00000151136	0.0113	0.4711	0.0239864147739
ENSG00000151135	0.012	0.1954	0.0614124872057
ENSG00000099800	0.0252	0.8409	0.0299678915448
ENSG00000117601	0.0667	0.5837	0.114271029639
ENSG00000099804	0.0384	1.6254	0.0236249538575
ENSG00000162641	0.3392	0.5658	0.599505125486
ENSG00000170049	0.0345	0.4611	0.074821080026
ENSG00000125246	0.0785	0.5005	0.156843156843
ENSG00000125247	0.051	0.3922	0.130035696073
ENSG00000170044	0.0464	0.462	0.100432900433
ENSG00000125245	0.0832	0.7706	0.107967817285
ENSG00000154743	0.2004	0.8294	0.241620448517
ENSG00000170043	0.2225	1.034	0.215183752418
ENSG00000173726	0.0032	0.3571	0.00896107532904
ENSG00000150628	0.1925	0.5359	0.359208807613
ENSG00000124198	0.0219	0.5399	0.0405630672347
ENSG00000104518	0.3502	0.9132	0.383486640385
ENSG00000104517	0.0117	0.4816	0.0242940199336
ENSG00000124194	0.0093	0.5451	0.0170610897083
ENSG00000175274	0.1975	60.4113	0.00326925591735
ENSG00000124196	0.3565	1.034	0.344777562863
ENSG00000124191	0.0367	0.4891	0.0750357800041
ENSG00000171790	0.1703	1.0102	0.168580479113
ENSG00000124193	0.0108	0.5158	0.020938348197
ENSG00000100815	0.0976	0.6912	0.141203703704
ENSG00000117600	0.018	0.5861	0.0307114826821
ENSG00000163012	0.2045	0.529	0.386578449905
ENSG00000177752	0.1122	0.4358	0.257457549335
ENSG00000001461	0.1447	0.8992	0.160920818505
ENSG00000197362	0.2186	0.7781	0.280940753117
ENSG00000226817	0.1775	1.3834	0.128307069539
ENSG00000163792	0.1181	0.465	0.253978494624
ENSG00000151687	0.1014	0.5908	0.17163168585
ENSG00000239306	0.0087	0.2036	0.0427308447937
ENSG00000239305	0.0202	0.2935	0.0688245315162
ENSG00000114126	0.0211	0.2961	0.0712597095576
ENSG00000151689	0.1136	0.829	0.137032569361
ENSG00000114125	0.0224	0.3523	0.0635821742833
ENSG00000107796	0.0	0.5052	0.0
ENSG00000135625	0.0689	0.7628	0.0903251179864
ENSG00000163975	0.0861	0.9015	0.0955074875208
ENSG00000174279	0.1378	0.8256	0.166908914729
ENSG00000196678	0.1617	0.5191	0.311500674244
ENSG00000001460	0.3642	1.0417	0.349620812134
ENSG00000170222	0.0884	0.499	0.177154308617
ENSG00000170955	0.0914	0.6681	0.136805867385
ENSG00000170956	0.7286	1.0603	0.687164010186
ENSG00000019102	0.108	0.4843	0.223002271319
ENSG00000170950	0.079	0.5566	0.141933165649
ENSG00000196670	0.0494	0.4616	0.107019064125
ENSG00000240972	0.0487	1.239	0.0393058918483
ENSG00000170953	0.1082	0.9014	0.120035500333
ENSG00000203811	0.0012	1.1734	0.00102266916652
ENSG00000171570	0.0493	0.4114	0.119834710744
ENSG00000120306	0.0475	0.2886	0.164587664588
ENSG00000124374	0.0612	0.3257	0.187902978201
ENSG00000111405	0.174	1.1403	0.15259142331
ENSG00000161813	0.0803	0.4419	0.181715320208
ENSG00000244687	0.0481	0.7388	0.0651055766107
ENSG00000142700	0.024	0.9011	0.0266341138608
ENSG00000135502	0.1325	0.7312	0.181208971554
ENSG00000135503	0.0081	0.4709	0.0172011042684
ENSG00000087128	0.1509	0.5102	0.295766366131
ENSG00000187889	0.2965	0.6399	0.463353649008
ENSG00000135506	0.0983	0.6788	0.144814378315
ENSG00000185010	0.161	0.4038	0.398712233779
ENSG00000185013	0.1669	0.7618	0.219086374376
ENSG00000185015	0.0461	0.5083	0.0906944717686
ENSG00000123977	0.0533	0.6549	0.081386471217
ENSG00000123975	0.006	0.1754	0.0342075256556
ENSG00000185019	0.1199	0.4271	0.280730508078
ENSG00000140563	0.0584	0.552	0.105797101449
ENSG00000167625	0.0674	0.72	0.0936111111111
ENSG00000140564	0.0309	0.6101	0.0506474348467
ENSG00000089234	0.0435	0.7514	0.0578919350546
ENSG00000156482	0.0571	0.434	0.131566820276
ENSG00000113763	0.0143	0.6854	0.0208637292092
ENSG00000156486	0.0085	0.5983	0.0142069196055
ENSG00000203970	0.1732	0.2813	0.615712762176
ENSG00000250588	0.0286	0.4185	0.068339307049
ENSG00000115524	0.0004	0.3576	0.00111856823266
ENSG00000119900	0.1159	0.4485	0.258416945373
ENSG00000115297	0.0334	0.6561	0.0509068739521
ENSG00000129195	0.198	0.8312	0.238209817132
ENSG00000205784	0.1891	1.4394	0.131374183688
ENSG00000125931	0.1252	0.4586	0.273004797209
ENSG00000143753	0.1747	0.6203	0.281637917137
ENSG00000092068	0.044	0.4018	0.109507217521
ENSG00000103549	0.0368	0.7049	0.0522059866648
ENSG00000100764	0.0004	0.4044	0.000989119683482
ENSG00000162510	0.0501	0.931	0.053813104189
ENSG00000103540	0.1573	0.5039	0.312165112125
ENSG00000041802	0.1017	0.6599	0.154114259736
ENSG00000103544	0.0299	0.6489	0.0460779781168
ENSG00000103546	0.0359	0.8727	0.0411367021886
ENSG00000010932	0.0987	0.4373	0.225703178596
ENSG00000170144	0.0	0.2443	0.0
ENSG00000115290	0.0745	0.4933	0.151023717819
ENSG00000174903	0.0043	0.5598	0.00768131475527
ENSG00000102763	0.0598	0.6758	0.0884877182598
ENSG00000102760	0.0622	0.4292	0.144920782852
ENSG00000198108	0.0441	0.5492	0.080298616169
ENSG00000096384	0.0018	0.7489	0.00240352517025
ENSG00000114346	0.0651	0.6905	0.0942795076032
ENSG00000198105	0.1578	0.6793	0.232297953776
ENSG00000198104	0.1047	0.7387	0.141735481251
ENSG00000198455	0.1018	0.8504	0.119708372531
ENSG00000198106	0.1148	0.863	0.13302433372
ENSG00000144283	0.0172	0.3142	0.0547422024188
ENSG00000134905	0.1196	0.9623	0.124285565832
ENSG00000109790	0.0276	0.674	0.0409495548961
ENSG00000115839	0.036	0.5807	0.0619941449974
ENSG00000147488	0.0825	0.4886	0.168849774867
ENSG00000131379	0.2435	0.6657	0.365780381553
ENSG00000131378	0.1928	0.6928	0.278290993072
ENSG00000135624	0.0219	0.4797	0.0456535334584
ENSG00000131375	0.024	0.4597	0.0522079617142
ENSG00000131374	0.0541	0.3817	0.141734346345
ENSG00000131373	0.08	0.5106	0.156678417548
ENSG00000147481	0.0333	0.5241	0.0635374928449
ENSG00000131370	0.0399	0.5432	0.0734536082474
ENSG00000222011	0.1726	0.4875	0.354051282051
ENSG00000167644	0.2493	1.9214	0.129749141251
ENSG00000230549	0.5152	1.1968	0.430481283422
ENSG00000123352	0.095	0.5261	0.180574035354
ENSG00000123353	0.0123	0.4505	0.0273029966704
ENSG00000229676	0.464	0.9737	0.476532812981
ENSG00000068885	0.0279	0.571	0.0488616462347
ENSG00000123358	0.0425	0.6781	0.0626751216635
ENSG00000136856	0.0734	0.7592	0.0966807165437
ENSG00000111145	0.0366	0.4275	0.0856140350877
ENSG00000136854	0.0	0.5646	0.0
ENSG00000146021	0.0216	0.76	0.0284210526316
ENSG00000132570	0.1219	0.6443	0.189197578768
ENSG00000110315	0.0082	0.3436	0.0238649592549
ENSG00000003249	0.1516	0.8293	0.182804775112
ENSG00000251322	0.0228	0.6816	0.0334507042254
ENSG00000136859	0.0217	0.7254	0.0299145299145
ENSG00000184271	0.0247	0.6148	0.0401756668835
ENSG00000164307	0.0798	0.4799	0.166284642634
ENSG00000167419	0.1212	0.6927	0.174967518406
ENSG00000163110	0.0554	0.5968	0.0928284182306
ENSG00000167414	0.0126	0.9259	0.0136083810347
ENSG00000143033	0.0113	0.172	0.0656976744186
ENSG00000143032	0.0303	0.4729	0.0640727426517
ENSG00000118515	0.0268	0.535	0.0500934579439
ENSG00000163116	0.2784	0.4896	0.56862745098
ENSG00000065457	0.1334	0.4929	0.270643132481
ENSG00000182308	0.1755	0.5388	0.325723830735
ENSG00000172081	0.0242	4.3653	0.00554371979016
ENSG00000162645	0.1875	0.7238	0.259049461177
ENSG00000205141	0.0656	0.7216	0.0909090909091
ENSG00000162643	0.1141	0.9015	0.126566833056
ENSG00000162642	0.0702	1.4286	0.0491390172197
ENSG00000185909	0.0129	0.4099	0.0314710905099
ENSG00000183826	0.0213	0.5398	0.0394590589107
ENSG00000185905	0.18	0.7325	0.245733788396
ENSG00000225566	0.0565	0.6085	0.0928512736237
ENSG00000241176	0.0	0.0582	0.0
ENSG00000166546	0.0971	0.693	0.140115440115
ENSG00000182307	0.2477	0.5401	0.458618774301
ENSG00000157045	0.0381	0.3974	0.0958731756417
ENSG00000051596	0.0052	0.6528	0.00796568627451
ENSG00000108774	0.0063	0.4212	0.0149572649573
ENSG00000108773	0.0091	0.5475	0.0166210045662
ENSG00000091262	0.1204	0.7691	0.156546612924
ENSG00000099246	0.0569	0.462	0.12316017316
ENSG00000184058	0.0501	1.0379	0.0482705462954
ENSG00000146282	0.0764	0.4555	0.167727771679
ENSG00000146285	0.1048	0.721	0.145353675451
ENSG00000063854	0.0616	0.8687	0.0709105560032
ENSG00000105146	0.2411	0.6426	0.375194522253
ENSG00000115364	0.1227	0.7158	0.171416596815
ENSG00000115365	0.0442	0.4901	0.0901856763926
ENSG00000184056	0.0127	0.3977	0.0319336183053
ENSG00000204669	0.2845	0.8888	0.320094509451
ENSG00000096968	0.0308	0.5091	0.0604989196621
ENSG00000184055	0.321	1.0322	0.310986242976
ENSG00000168495	0.0296	0.6685	0.0442782348542
ENSG00000168496	0.0167	0.5313	0.0314323357802
ENSG00000168497	0.094	0.867	0.108419838524
ENSG00000168490	0.0025	0.8175	0.00305810397554
ENSG00000168491	0.196	1.3257	0.147846420759
ENSG00000112280	0.0564	0.4313	0.130767447252
ENSG00000204021	0.1089	0.4364	0.249541704858
ENSG00000159352	0.0171	0.4425	0.0386440677966
ENSG00000162391	0.1926	0.6481	0.297176361673
ENSG00000162390	0.1316	0.9452	0.139229792636
ENSG00000162461	0.064	0.5897	0.108529760895
ENSG00000162460	0.1276	1.0403	0.122656925887
ENSG00000114948	0.0481	0.4999	0.0962192438488
ENSG00000162396	0.1018	0.5969	0.170547830457
ENSG00000112584	0.1154	0.6399	0.180340678231
ENSG00000066379	0.1119	0.7131	0.15692048801
ENSG00000241399	0.1375	0.444	0.309684684685
ENSG00000114942	0.0293	0.44	0.0665909090909
ENSG00000088002	0.1604	1.3741	0.116730951168
ENSG00000126453	0.0975	0.7562	0.128934144406
ENSG00000108511	0.0091	0.7131	0.0127611835647
ENSG00000108510	0.0302	0.2979	0.101376300772
ENSG00000126456	0.3239	1.3759	0.235409550113
ENSG00000126457	0.0011	0.6814	0.00161432345172
ENSG00000108515	0.0104	0.5918	0.0175735045624
ENSG00000132394	0.0556	0.7471	0.0744210949003
ENSG00000091009	0.023	0.3682	0.0624660510592
ENSG00000149196	0.0147	0.2565	0.0573099415205
ENSG00000108518	0.0188	0.2138	0.087932647334
ENSG00000177106	0.0809	1.2716	0.0636206354199
ENSG00000129467	0.0393	0.6734	0.0583605583606
ENSG00000177105	0.0	0.6156	0.0
ENSG00000177103	0.0084	0.56	0.015
ENSG00000145390	0.1432	0.6001	0.238626895517
ENSG00000145391	0.0213	0.6414	0.033208606174
ENSG00000115091	0.0011	0.2991	0.00367769976596
ENSG00000177108	0.034	0.733	0.0463847203274
ENSG00000150269	0.062	0.8764	0.0707439525331
ENSG00000137103	0.1429	0.6394	0.223490772599
ENSG00000137100	0.031	0.4614	0.0671868227135
ENSG00000137101	0.377	0.6034	0.62479284057
ENSG00000137106	0.2399	0.7473	0.321022347116
ENSG00000141551	0.0227	0.6755	0.0336047372317
ENSG00000141552	0.3677	63.1993	0.00581810241569
ENSG00000180198	0.0341	0.4483	0.0760651349543
ENSG00000172554	0.0913	0.6378	0.143148322358
ENSG00000139610	0.0925	0.4497	0.205692684012
ENSG00000139613	0.0162	0.3688	0.0439262472885
ENSG00000139946	0.0243	0.6992	0.0347540045767
ENSG00000147869	0.2061	0.7242	0.284589892295
ENSG00000173933	0.019	0.2025	0.0938271604938
ENSG00000122484	0.1858	0.6136	0.302803129074
ENSG00000011590	0.1896	0.5057	0.374925845363
ENSG00000173930	0.1033	0.6118	0.168846028114
ENSG00000173681	0.2241	0.516	0.434302325581
ENSG00000113083	0.0657	0.728	0.0902472527473
ENSG00000122483	0.0806	0.5555	0.145094509451
ENSG00000176302	0.1605	0.5404	0.297002220577
ENSG00000116584	0.0704	0.6746	0.104358138156
ENSG00000096654	0.0872	0.5474	0.159298502009
ENSG00000185652	0.0188	0.4519	0.0416021243638
ENSG00000185650	0.0088	0.3716	0.0236813778256
ENSG00000162998	0.0386	0.4044	0.095450049456
ENSG00000224872	0.1376	0.5198	0.264717198923
ENSG00000058056	0.0167	0.5466	0.0305525064032
ENSG00000185658	0.1136	0.713	0.159326788219
ENSG00000101442	0.0553	0.8439	0.0655290911245
ENSG00000101443	0.368	1.6088	0.228741919443
ENSG00000101440	0.0922	0.6278	0.14686205798
ENSG00000101441	0.6008	2.0143	0.298267388175
ENSG00000101446	0.6651	1.4896	0.446495703545
ENSG00000101447	0.1254	0.8393	0.149410222805
ENSG00000115896	0.0225	0.5922	0.0379939209726
ENSG00000101445	0.0163	0.5744	0.0283774373259
ENSG00000141086	0.4923	1.334	0.36904047976
ENSG00000145649	0.2101	0.5943	0.353525155645
ENSG00000101448	0.2694	0.7711	0.349371028401
ENSG00000214063	0.0286	0.9335	0.030637386181
ENSG00000183434	0.1592	0.8864	0.179602888087
ENSG00000084112	0.092	0.7569	0.121548421192
ENSG00000172889	0.1294	0.9405	0.137586390218
ENSG00000137812	0.2533	0.459	0.551851851852
ENSG00000164941	0.0211	0.4272	0.0493913857678
ENSG00000137814	0.1945	0.3141	0.619229544731
ENSG00000137815	0.0101	0.3692	0.0273564463705
ENSG00000164944	0.0201	0.4508	0.0445874001775
ENSG00000137817	0.0015	0.2212	0.00678119349005
ENSG00000137819	0.0408	0.5414	0.0753601773181
ENSG00000164949	0.0179	0.5273	0.0339465200076
ENSG00000172336	0.0247	0.8097	0.0305051253551
ENSG00000127054	0.0133	1.1363	0.0117046554607
ENSG00000249632	0.0556	0.8966	0.0620120455052
ENSG00000186106	0.0604	0.7401	0.0816105931631
ENSG00000173068	0.0135	0.368	0.0366847826087
ENSG00000186104	0.0614	0.3293	0.18645611904
ENSG00000126903	0.0851	0.7098	0.119892927585
ENSG00000236302	0.0916	0.7255	0.126257753274
ENSG00000143553	0.0109	0.4182	0.0260640841703
ENSG00000173065	0.0133	0.1364	0.0975073313783
ENSG00000173064	0.0144	0.551	0.0261343012704
ENSG00000113327	0.0048	0.469	0.0102345415778
ENSG00000129071	0.2177	0.5025	0.433233830846
ENSG00000145703	0.0619	0.5951	0.104016131743
ENSG00000183559	0.3931	0.9695	0.405466735431
ENSG00000085449	0.0097	0.6872	0.014115250291
ENSG00000126775	0.0339	0.633	0.0535545023697
ENSG00000145708	0.0643	0.5369	0.119761594338
ENSG00000197826	0.0811	0.6464	0.125464108911
ENSG00000125901	0.1692	0.9112	0.185689201054
ENSG00000174483	0.0365	0.6172	0.0591380427738
ENSG00000121680	0.0843	0.7643	0.110297003794
ENSG00000196081	0.4329	1.1515	0.375944420321
ENSG00000205208	0.0985	0.4208	0.234077946768
ENSG00000174485	0.0377	0.4632	0.081390328152
ENSG00000138092	0.2091	0.6693	0.31241595697
ENSG00000138095	0.1574	0.5858	0.26869238648
ENSG00000187690	1.053	1.7472	0.602678571429
ENSG00000116663	0.1932	1.2215	0.158166189112
ENSG00000116661	0.0629	1.0177	0.0618060332121
ENSG00000116667	0.0193	0.2275	0.0848351648352
ENSG00000020129	0.0091	0.4514	0.0201595037661
ENSG00000179776	0.1509	0.7379	0.204499254642
ENSG00000196407	0.1907	0.7067	0.269845761992
ENSG00000116668	0.1659	0.3848	0.431133056133
ENSG00000116396	0.0309	0.7558	0.0408838317015
ENSG00000180425	0.2851	0.6433	0.443183584642
ENSG00000113492	0.0825	0.5116	0.161258795934
ENSG00000134255	0.0066	0.2667	0.0247469066367
ENSG00000188895	0.0176	0.1268	0.13880126183
ENSG00000179774	0.0696	1.5803	0.044042270455
ENSG00000113494	0.2076	0.4771	0.435128903794
ENSG00000080618	0.0986	0.5176	0.190494590417
ENSG00000117139	0.0289	0.4459	0.0648127382821
ENSG00000085224	0.0797	0.4846	0.164465538589
ENSG00000110092	0.0274	0.8284	0.033075808788
ENSG00000203872	0.1708	0.7999	0.213526690836
ENSG00000158545	0.0443	0.6124	0.0723383409536
ENSG00000158874	0.2911	0.5204	0.559377401998
ENSG00000137404	0.0316	0.5547	0.0569677303047
ENSG00000101335	0.0023	0.8926	0.00257674210173
ENSG00000144119	0.0263	0.9824	0.0267711726384
ENSG00000144118	0.025	1.2116	0.0206338725652
ENSG00000004487	0.0084	0.4253	0.0197507641665
ENSG00000008086	0.039	0.5124	0.076112412178
ENSG00000171766	0.0232	0.3587	0.064678003903
ENSG00000171621	0.0067	0.73	0.00917808219178
ENSG00000100311	0.0526	0.7103	0.0740532169506
ENSG00000150433	0.1343	0.4556	0.294776119403
ENSG00000104671	0.1176	1.0014	0.117435590174
ENSG00000155115	0.1692	0.8645	0.195720069404
ENSG00000100314	0.0	0.5774	0.0
ENSG00000100316	0.0129	0.7661	0.0168385328286
ENSG00000130635	0.0345	0.4981	0.0692632001606
ENSG00000104679	0.2184	0.6533	0.33430277055
ENSG00000146215	0.0899	0.514	0.174902723735
ENSG00000151025	0.0686	0.4633	0.148068206346
ENSG00000133574	0.3026	0.7973	0.379530916844
ENSG00000148680	0.033	0.5274	0.0625711035267
ENSG00000147257	0.0288	0.355	0.0811267605634
ENSG00000119820	0.061	0.3683	0.165625848493
ENSG00000131143	0.1136	1.06	0.107169811321
ENSG00000066248	0.0729	0.9538	0.0764311176347
ENSG00000099958	0.1076	1.5593	0.0690053229013
ENSG00000006555	0.0769	1.035	0.0742995169082
ENSG00000134910	0.0027	0.3255	0.00829493087558
ENSG00000110675	0.0341	0.6618	0.051526140828
