FLY_GENE1	FLY_GENE2	PMID_METHOD	INTERACTION_PUBMEDS	PUBMEDURL	INTERACTION_DETECT_METHODS	INTERACTION_SOURCE	DATE_LAST_UPDATED	DATA_VERSION	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	DATA_SOURCE_URL
FBgn0000404	FBgn0011766	10320477(MI:0096(pull down))	10320477	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10320477&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CycA	E2f	pp	
FBgn0000411	FBgn0086680	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	D	vvl	pp	
FBgn0022786	FBgn0250786	17717186(MI:0004(affinity chromatography technology))	17717186	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17717186&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Hira	Chd1	pp	
FBgn0022764	FBgn0029094	19782028(MI:0004(affinity chromatography technology))	19782028	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19782028&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Sin3A	asf1	pp	
FBgn0020248	FBgn0052179	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	stet	Krn	pp	
FBgn0015268	FBgn0040283	19782028(MI:0004(affinity chromatography technology))	19782028	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19782028&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Nap1	SMC1	pp	
FBgn0024754	FBgn0032390	19369198(MI:0004(affinity chromatography technology))	19369198	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19369198&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Flo-1	dgt2	pp	
FBgn0000405	FBgn0001120	11514446(MI:0686(unspecified method))	11514446	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11514446&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	CycB	gnu	pp	
FBgn0025716	FBgn0031377	19782028(MI:0004(affinity chromatography technology))	19782028	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19782028&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Bap55	CG15356	pp	
FBgn0013531	FBgn0024330	12021283(MI:0096(pull down))	12021283	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12021283&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	MED20	MED6	pp	
FBgn0002869	FBgn0033653	19343719(MI:0018(two hybrid),MI:0096(pull down))	19343719	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19343719&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	MtnB	CG13192	pp	
FBgn0027620	FBgn0027620	11447119(MI:0686(unspecified method))	11447119	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11447119&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Acf1	Acf1	pp	
FBgn0001237	FBgn0003731	9504923(MI:0686(unspecified method))	9504923	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9504923&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	hup	Egfr	pp	
FBgn0000635	FBgn0024957	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	Irp-1B	pp	
FBgn0038299	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Spn88Eb	Rtnl1	pp	
FBgn0026398	FBgn0037324	15592462(MI:0045(experimental interac))	15592462	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15592462&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Or22a	Orco	pp	
FBgn0004117	FBgn0010226	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Tm2	GstS1	pp	
FBgn0002121	FBgn0261854	18854163(MI:0006(anti bait coimmunoprecipitation)),12629552(MI:0019(coip),MI:0045(experimental interac))	18854163,12629552	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18854163,12629552&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	l(2)gl	aPKC	pp	
FBgn0011290	FBgn0031281	20008933(MI:0004(affinity chromatography technology))	20008933	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20008933&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Taf12	Saf6	pp	
FBgn0010382	FBgn0033260	16322693(MI:0004(affinity chromatography technology))	16322693	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16322693&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	CycE	Cul-4	pp	
FBgn0000022	FBgn0000575	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ac	emc	pp	
FBgn0000635	FBgn0001259	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	in	pp	
FBgn0011766	FBgn0024371	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	E2f	E2f2	pp	
FBgn0000253	FBgn0025726	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Cam	unc-13	pp	
FBgn0001097	FBgn0003089	11076773(MI:0686(unspecified method))	11076773	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11076773&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Gd	pip	pp	
FBgn0026404	FBgn0026404	20434985(MI:0071(molecular sieving))	20434985	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20434985&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Nc	Nc	pp	
FBgn0001139	FBgn0003300	9371806(MI:0018(two hybrid)),unassigned4(MI:0045(experimental interaction detection))	9371806,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9371806,unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	gro	run	pp	
FBgn0013733	FBgn0027066	12842007(MI:0676(tandem affinity purification))	12842007	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12842007&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	shot	Eb1	pp	
FBgn0032691	FBgn0043002	22345504(MI:0004(affinity chromatography technology)),20813260(MI:0007(anti tag coimmunoprecipitation),MI:0004(affinity chromatography technology))	22345504,20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22345504,20813260&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Atac2	Chrac-14	pp	
FBgn0010333	FBgn0014001	unassigned4(MI:0045(experimental interaction detection)),15479641(MI:0004(affinity chromatography technology)),10847683(MI:0018(two hybrid)),14527437(MI:0018(two hybrid),MI:0096(pull down))	unassigned4,15479641,10847683,14527437	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4,15479641,10847683,14527437&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	Rac1	Pak	pp	
FBgn0003392	FBgn0023388	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	shi	Dap160	pp	
FBgn0003371	FBgn0014396	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	tim	pp	
FBgn0000635	FBgn0014026	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	RpL7A	pp	
FBgn0039904	FBgn0262656	20937797(MI:0004(affinity chromatography technology),MI:0096(pull down))	20937797	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20937797&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Hcf	dm	pp	
FBgn0000711	FBgn0029899	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	flw	CG14438	pp	
FBgn0003079	FBgn0004636	15723799(MI:0019(coip))	15723799	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15723799&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	phl	R	pp	
FBgn0033529	FBgn0040294	16698022(MI:0006(anti bait coimmunoprecipitation),MI:0018(two hybrid))	16698022	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16698022&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	CG17765	POSH	pp	
FBgn0016685	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Nlp	Rtnl1	pp	
FBgn0039668	FBgn0041174	12032852(MI:0007(anti tag coimmunoprecipitation),MI:0096(pull down),MI:0004(affinity chromatography technology))	12032852	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12032852&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	Trc8	Vhl	pp	
FBgn0000183	FBgn0002525	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	BicD	Lam	pp	
FBgn0004107	FBgn0010382	11027291(MI:0018(two hybrid)),unassigned4(MI:0045(experimental interaction detection))	11027291,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11027291,unassigned4&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	cdc2c	CycE	pp	
FBgn0250788	FBgn0250789	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	?-Spec	?-Spec	pp	
FBgn0260753	FBgn0260753	16242403(MI:0096(pull down))	16242403	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16242403&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Pdfr	Pdfr	pp	
FBgn0001208	FBgn0011259	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Hn	Sema-1a	pp	
FBgn0004875	FBgn0010382	14623823(MI:0004(affinity chromatography technology))	14623823	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14623823&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	enc	CycE	pp	
FBgn0023167	FBgn0261068	20353594(MI:0007(anti tag coimmunoprecipitation))	20353594	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20353594&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	SmD3	LSm7	pp	
FBgn0000711	FBgn0025726	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	flw	unc-13	pp	
FBgn0014857	FBgn0023518	14603321(MI:0415(enzymatic study))	14603321	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14603321&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	His3.3A	trr	pp	
FBgn0002926	FBgn0002926	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ndl	ndl	pp	
FBgn0000463	FBgn0004647	10935637(MI:0411(enzyme linked immunosorbent assay)),unassigned4(MI:0045(experimental interaction detection))	10935637,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10935637,unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Dl	N	pp	
FBgn0000157	FBgn0003430	15470419(MI:0413(emsa))	15470419	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15470419&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Dll	slp1	pp	
FBgn0037741	FBgn0053554	22068330(MI:0007(anti tag coimmunoprecipitation))	22068330	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22068330&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CG16908	Nipped-A	pp	
FBgn0000253	FBgn0017549	8918462(MI:0096(pull down))	8918462	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=8918462&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Cam	Ric	pp	
FBgn0015805	FBgn0040227	19165147(MI:0006(anti bait coimmunoprecipitation))	19165147	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19165147&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	Rpd3	eIF-3p66	pp	
FBgn0001291	FBgn0003118	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Jra	pnt	pp	
FBgn0000117	FBgn0003371	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	arm	sgg	pp	
FBgn0037101	FBgn0039044	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	CG7634	p53	pp	
FBgn0025637	FBgn0026371	19084407(MI:0004(affinity chromatography technology))	19084407	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19084407&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	skpA	SAK	pp	
FBgn0001235	FBgn0030366	15749019(MI:0045(experimental interac))	15749019	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15749019&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	hth	Usp7	pp	
FBgn0003371	FBgn0032648	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	CG15144	pp	
FBgn0010280	FBgn0011291	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Taf4	Taf11	pp	
FBgn0000404	FBgn0003302	11027291(MI:0004(affinity chromatography technology),MI:0018(two hybrid)),unassigned4(MI:0045(experimental interaction detection))	11027291,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11027291,unassigned4&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	CycA	rux	pp	
FBgn0000635	FBgn0029728	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG2861	pp	
FBgn0003513	FBgn0264075	unassigned4(MI:0045(experimental interaction detection)),10433921(MI:0018(2 hybrid))	unassigned4,10433921	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4,10433921&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	ss	tgo	pp	
FBgn0001139	FBgn0025360	12050133(MI:0004(affinity chromatography technology),MI:0019(coip))	12050133	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12050133&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	gro	Optix	pp	
FBgn0003044	FBgn0004828	17762866(MI:0676(tandem affinity purification))	17762866	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17762866&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	Pcl	His3.3B	pp	
FBgn0003687	FBgn0037555	12482983(MI:0006(anti bait coimmunoprecipitation))	12482983	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12482983&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Tbp	Ada2b	pp	
FBgn0000635	FBgn0028662	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	VhaPPA1-1	pp	
FBgn0010379	FBgn0020622	11740943(MI:0686(unspecified method))	11740943	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11740943&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Akt1	Pi3K21B	pp	
FBgn0003371	FBgn0034844	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	CG9861	pp	
FBgn0000022	FBgn0004170	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ac	sc	pp	
FBgn0000635	FBgn0053158	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG33158	pp	
FBgn0003044	FBgn0263979	17762866(MI:0007(anti tag coimmunoprecipitation),MI:0676(tandem affinity purification)),12697833(MI:0004(affinity chromatography technology),MI:0071(molecular sieving))	17762866,12697833	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17762866,12697833&dopt=DocSum		MINT-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Pcl	Caf1	pp	
FBgn0000490	FBgn0003169	unassigned4(MI:0045(experimental interaction detection)),7697719(MI:0686(unspecified method))	unassigned4,7697719	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4,7697719&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	dpp	put	pp	
FBgn0003132	FBgn0028965	17007873(MI:0018(two hybrid))	17007873	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17007873&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Pp1-13C	A16	pp	
FBgn0052529	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Hers	Rtnl1	pp	
FBgn0030269	FBgn0035357	20733004(MI:0006(anti bait coimmunoprecipitation))	20733004	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20733004&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CG18292	MEP-1	pp	
FBgn0015218	FBgn0017581	15649359(MI:0019(coip))	15649359	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15649359&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	eIF-4E	Lk6	pp	
FBgn0001139	FBgn0020496	9524128(MI:0096(pull down))	9524128	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9524128&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	gro	CtBP	pp	
FBgn0003015	FBgn0004838	15056611(MI:0030(crosslink),MI:0405(competition binding))	15056611	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15056611&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	osk	Hrb27C	pp	
FBgn0033059	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CG7845	Rtnl1	pp	
FBgn0003371	FBgn0037344	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	CG2926	pp	
FBgn0029912	FBgn0263979	19782028(MI:0004(affinity chromatography technology))	19782028	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19782028&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	CG4557	Caf1	pp	
FBgn0027950	FBgn0027951	15516265(MI:0096(pull down))	15516265	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15516265&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	MBD-like	MTA1-like	pp	
FBgn0034617	FBgn0053196	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CG9754	dp	pp	
FBgn0000928	FBgn0263143	21863019(MI:0006(anti bait coimmunoprecipitation))	21863019	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21863019&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	fs(1)Yb	vret	pp	
FBgn0001150	FBgn0001198	15143281(MI:0045(experimental interac))	15143281	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15143281&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	gt	His2B	pp	
FBgn0020496	FBgn0035357	20733004(MI:0006(anti bait coimmunoprecipitation))	20733004	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20733004&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CtBP	MEP-1	pp	
FBgn0024275	FBgn0028573	15749019(MI:0030(crosslink))	15749019	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15749019&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	UbxPRE	prc	pp	
FBgn0005411	FBgn0017457	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	U2af50	U2af38	pp	
FBgn0004053	FBgn0011655	9502722(MI:0686(unspecified method))	9502722	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9502722&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	zen	Med	pp	
FBgn0013263	FBgn0024491	11256608(MI:0018(two hybrid),MI:0096(pull down))	11256608	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11256608&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Trl	Bin1	pp	
FBgn0000147	FBgn0051613	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	aur	His3:CG31613	pp	
