FBGN_GENE1_BD	FBGN_GENE2_AD	GENE1_INTERACTIONS_AS_BD	GENE1_INTERACTIONS_TOTAL	GENE2_INTERACTIONS_AS_AD	GENE2_INTERACTIONS_TOTAL	SCREEN	REFERENCE	DATE1	C_LEU	C_LACZ	C_SUM	MATRIX	IST	MATRIX_DETECTIONS	ISTS_RFCS	DATA_VERSION	DATE_LAST_UPDATED	PUBMEDURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0033879	FBgn0026176	35	35	7	45	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	0	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	skpB	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0028687	35	35	4	4	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	4	7	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	Rpt1	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0030711	35	35	5	6	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	0	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	Rrp47	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0030929	35	35	31	31	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	1	3	Yes	No	2	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG15043	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0031894	35	35	10	10	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	1	4	Yes	No	1	4	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG4496	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0033238	35	35	1	3	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	0	3	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG11165	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0033569	35	35	2	2	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	3	6	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG12942	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0033926	35	35	4	4	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	2	5	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	Arc1	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0034569	35	35	2	2	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	0	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	dgt3	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0034853	35	35	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	1	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	Ice1	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0035161	35	35	2	2	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	5	8	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG13898	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0035498	35	35	2	2	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	0	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	Fit1	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0035855	35	35	7	7	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	4	7	No	Yes	0	5	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG7366	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0036897	35	35	2	2	Finley Lab: Random baits 2425	14613974	17-NOV-03	1	3	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG8786	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0037317	35	35	5	5	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	3	6	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG14667	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0037391	35	35	2	5	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	4	7	Yes	No	2	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG2017	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0037783	35	35	10	10	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	0	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	Npc2c	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0260741	35	35	3	3	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	1	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG3281	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0038244	35	35	5	5	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	3	6	Yes	No	2	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG7987	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0038301	35	35	6	8	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	4	7	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG6654	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0038546	35	35	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	1	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG7379	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0038549	35	35	7	7	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	1	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG17802	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0038766	35	35	9	11	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	5	8	No	Yes	0	5	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG4854	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0039789	35	35	16	16	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	2	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG9717	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0039802	35	35	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	4	7	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	dj-1?	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0039958	35	35	9	12	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	0	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG12567	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0042174	35	35	8	8	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	1	4	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CR18854	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0051694	35	35	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	4	7	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG31694	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0052190	35	35	25	25	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	4	7	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	NUCB1	pp	MI:0727 (yeast two-hybrid)
FBgn0033879	FBgn0052486	35	35	4	4	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	2	5	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG6543	CG32486	pp	MI:0727 (yeast two-hybrid)
FBgn0033972	FBgn0036107	1	3	1	3	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	3	4	7	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Ciao1	CG7949	pp	MI:0727 (yeast two-hybrid)
FBgn0034046	FBgn0259789	2	2	1	1	Test of random pairs 9_2006	19079254	02-JUL-08	-1	2	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	tun	vfl	pp	MI:0727 (yeast two-hybrid)
FBgn0034046	FBgn0051546	2	2	1	1	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	tun	CG31546	pp	MI:0727 (yeast two-hybrid)
FBgn0034139	FBgn0005655	1	1	23	36	Finley Lab: Random baits 2425	14613974	17-NOV-03	0	3	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4927	mus209	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0003087	15	16	1	2	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	3	5	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	pim	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0003321	15	16	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	1	3	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	sbr	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0003520	15	16	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	0	2	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	stau	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0010602	15	16	62	66	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	4	6	Yes	No	1	2	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	lwr	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0011586	15	16	17	18	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	2	4	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	e(r)	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0024432	15	16	21	21	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	4	6	No	Yes	0	7	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	Dlc90F	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0026084	15	16	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	3	5	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	cib	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0030011	15	16	27	27	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	1	3	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	G?5	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0031412	15	16	5	5	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	2	4	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	CG16995	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0031616	15	16	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	3	5	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	CG11932	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0031894	15	16	10	10	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	3	5	No	Yes	0	2	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	CG4496	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0034215	15	16	1	16	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	4	6	No	Yes	0	4	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	CG4802	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0035153	15	16	6	6	Finley Lab: Random baits 2425	14613974	17-NOV-03	1	3	4	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	ebd1	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0038387	15	16	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	2	4	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	blp	pp	MI:0727 (yeast two-hybrid)
FBgn0034215	FBgn0038390	15	16	2	2	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	2	4	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	CG4802	Rbf2	pp	MI:0727 (yeast two-hybrid)
FBgn0034251	FBgn0030630	5	5	9	12	Library screen IST01256	18840285	02-JUL-08	0	2	2	Yes	Yes	1	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	CG11423	CG12608	pp	MI:0727 (yeast two-hybrid)
FBgn0034251	FBgn0263456	5	5	1	1	Library screen IST01256	18840285	02-JUL-08	0	2	2	Yes	Yes	1	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	CG11423	nwk	pp	MI:0727 (yeast two-hybrid)
FBgn0034251	FBgn0036437	5	5	4	4	Library screen IST01256	18840285	02-JUL-08	0	3	3	Yes	Yes	1	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	CG11423	CG5048	pp	MI:0727 (yeast two-hybrid)
FBgn0034251	FBgn0036838	5	5	16	16	Library screen IST01256	18840285	02-JUL-08	0	3	3	Yes	Yes	1	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	CG11423	CG3808	pp	MI:0727 (yeast two-hybrid)
FBgn0034251	FBgn0086361	5	5	1	1	Library screen IST01256	18840285	02-JUL-08	0	1	1	Yes	Yes	1	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	CG11423	alph	pp	MI:0727 (yeast two-hybrid)
FBgn0034354	FBgn0010040	3	4	2	6	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	2	0	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	GstE11	GstD4	pp	MI:0727 (yeast two-hybrid)
FBgn0034354	FBgn0034299	3	4	1	1	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	GstE11	CG5757	pp	MI:0727 (yeast two-hybrid)
FBgn0034354	FBgn0038029	3	4	3	4	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	GstE11	GstD11	pp	MI:0727 (yeast two-hybrid)
FBgn0034503	FBgn0001276	2	8	6	9	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	3	3	6	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	MED8	ix	pp	MI:0727 (yeast two-hybrid)
FBgn0034558	FBgn0013771	1	1	4	4	Finley lab: Cell cycle baits	15575970	14-JUN-04	1	0	1	No	Yes	0	3	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG9236	Cyp6a9	pp	MI:0727 (yeast two-hybrid)
FBgn0034753	FBgn0000579	4	10	6	6	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	3	0	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	CG2852	Eno	pp	MI:0727 (yeast two-hybrid)
FBgn0034753	FBgn0260049	4	10	1	1	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	3	0	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	CG2852	flr	pp	MI:0727 (yeast two-hybrid)
FBgn0034753	FBgn0037432	4	10	1	2	Test of random pairs 9_2006	19079254	02-JUL-08	0	1	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	CG2852	CG10298	pp	MI:0727 (yeast two-hybrid)
FBgn0034753	FBgn0038438	4	10	1	1	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	1	5	6	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	CG2852	Der-2	pp	MI:0727 (yeast two-hybrid)
FBgn0034842	FBgn0026380	5	15	16	19	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	3	2	5	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros?5R	Pros?3	pp	MI:0727 (yeast two-hybrid)
FBgn0034842	FBgn0086134	5	15	10	24	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros?5R	Pros25	pp	MI:0727 (yeast two-hybrid)
FBgn0034842	FBgn0250746	5	15	8	9	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros?5R	Pros?7	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0000546	13	13	28	29	Finley lab: Cell cycle baits	15575970	14-JUN-04	3	1	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	EcR	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0000578	13	13	21	21	Finley lab: Cell cycle baits	15575970	14-JUN-04	3	4	7	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	ena	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0011586	13	13	17	18	Finley lab: Cell cycle baits	15575970	14-JUN-04	2	2	4	Yes	No	2	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	e(r)	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0015904	13	13	9	9	Finley lab: Cell cycle baits	15575970	14-JUN-04	3	0	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	ara	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0027572	13	13	14	15	Finley lab: Cell cycle baits	15575970	14-JUN-04	3	2	5	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	CG5009	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0027592	13	13	39	39	Finley lab: Cell cycle baits	15575970	14-JUN-04	3	3	6	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	MED15	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0035162	13	13	25	25	Finley lab: Cell cycle baits	15575970	14-JUN-04	3	2	5	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	CG13900	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0035397	13	13	52	54	Finley lab: Cell cycle baits	15575970	14-JUN-04	2	1	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	CG11486	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0263143	13	13	5	5	Finley lab: Cell cycle baits	15575970	14-JUN-04	2	0	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	vret	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0039348	13	13	21	21	Finley lab: Cell cycle baits	15575970	14-JUN-04	3	1	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	Npl4	pp	MI:0727 (yeast two-hybrid)
FBgn0034904	FBgn0262081	13	13	18	18	Finley lab: Cell cycle baits	15575970	14-JUN-04	3	2	5	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	CG15800	Csk	pp	MI:0727 (yeast two-hybrid)
FBgn0034975	FBgn0024491	12	12	1	1	Finley lab: Cell cycle baits	15575970	14-JUN-04	1	1	2	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	enok	Bin1	pp	MI:0727 (yeast two-hybrid)
FBgn0034975	FBgn0032455	12	12	11	19	Finley lab: Cell cycle baits	15575970	14-JUN-04	1	2	3	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	enok	CG5792	pp	MI:0727 (yeast two-hybrid)
FBgn0034975	FBgn0032763	12	12	29	29	Finley lab: Cell cycle baits	15575970	14-JUN-04	2	2	4	No	Yes	0	2	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	enok	CG17568	pp	MI:0727 (yeast two-hybrid)
